13 830 56534.00 I  0.167591 0.000021  0.327116 0.000018  I 0.0386829 0.0000033  0.2222 0.0024  I    -0.168    0.119    -0.146    0.031  0.167661  0.327082  0.0386768    -0.168    -0.096  
13 831 56535.00 I  0.166596 0.000018  0.325715 0.000013  I 0.0384563 0.0000032  0.2306 0.0022  I    -0.146    0.119    -0.142    0.031  0.166593  0.325700  0.0384634    -0.155    -0.089  
13 9 1 56536.00 I  0.165838 0.000020  0.324143 0.000013  I 0.0382030 0.0000030  0.2952 0.0025  I    -0.139    0.119    -0.141    0.032  0.165860  0.324084  0.0382068    -0.152    -0.074  
13 9 2 56537.00 I  0.165545 0.000023  0.322703 0.000018  I 0.0378499 0.0000038  0.4077 0.0038  I    -0.155    0.119    -0.138    0.046  0.165573  0.322684  0.0378617    -0.142    -0.047  
13 9 3 56538.00 I  0.165273 0.000020  0.321471 0.000016  I 0.0373860 0.0000070  0.5250 0.0031  I    -0.186    0.090    -0.139    0.096  0.165314  0.321419  0.0373927    -0.149    -0.031  
13 9 4 56539.00 I  0.164788 0.000019  0.320484 0.000021  I 0.0367941 0.0000050  0.6595 0.0043  I    -0.217    0.114    -0.150    0.099  0.164827  0.320456  0.0367879    -0.156    -0.014  
13 9 5 56540.00 I  0.164384 0.000019  0.319510 0.000021  I 0.0360611 0.0000050  0.8115 0.0035  I    -0.247    0.114    -0.153    0.099  0.164368  0.319491  0.0360450    -0.259    -0.088  
13 9 6 56541.00 I  0.164238 0.000019  0.318393 0.000021  I 0.0351828 0.0000050  0.9284 0.0034  I    -0.276    0.099    -0.138    0.094  0.164310  0.318349  0.0351748    -0.380    -0.180  
13 9 7 56542.00 I  0.163909 0.000018  0.317383 0.000021  I 0.0342281 0.0000046  0.9738 0.0030  I    -0.297    0.096    -0.116    0.094  0.163910  0.317351  0.0342240    -0.400    -0.187  
13 9 8 56543.00 I  0.163472 0.000018  0.316413 0.000022  I 0.0332595 0.0000032  0.9462 0.0028  I    -0.291    0.071    -0.101    0.066  0.163508  0.316383  0.0332626    -0.371    -0.155  
13 9 9 56544.00 I  0.162900 0.000018  0.315354 0.000021  I 0.0323559 0.0000032  0.8580 0.0033  I    -0.269    0.071    -0.084    0.066  0.162948  0.315306  0.0323533    -0.327    -0.098  
13 910 56545.00 I  0.162042 0.000026  0.314159 0.000030  I 0.0315380 0.0000057  0.7863 0.0025  I    -0.249    0.069    -0.047    0.042  0.162052  0.314146  0.0315245    -0.269    -0.045  
13 911 56546.00 I  0.161058 0.000028  0.312835 0.000034  I 0.0307827 0.0000039  0.7164 0.0034  I    -0.235    0.082    -0.008    0.100  0.161094  0.312773  0.0307834    -0.268     0.120  
13 912 56547.00 I  0.159901 0.000029  0.311451 0.000034  I 0.0301072 0.0000038  0.6407 0.0027  I    -0.241    0.082     0.011    0.100  0.159937  0.311450  0.0301155    -0.286     0.308  
13 913 56548.00 I  0.158703 0.000029  0.309974 0.000034  I 0.0294774 0.0000038  0.6368 0.0027  I    -0.257    0.082     0.016    0.100  0.158737  0.309930  0.0294762    -0.305     0.479  
13 914 56549.00 I  0.157776 0.000030  0.308438 0.000033  I 0.0288044 0.0000038  0.7204 0.0028  I    -0.268    0.115     0.034    0.145  0.157790  0.308431  0.0288025    -0.342     0.490  
13 915 56550.00 I  0.157329 0.000031  0.307003 0.000033  I 0.0280182 0.0000040  0.8590 0.0029  I    -0.273    0.115     0.069    0.145  0.157350  0.306944  0.0280242    -0.383     0.421  
13 916 56551.00 I  0.157067 0.000034  0.306007 0.000033  I 0.0270773 0.0000044  1.0249 0.0047  I    -0.275    0.138     0.096    0.181  0.157106  0.305976  0.0270896    -0.419     0.334  
13 917 56552.00 I  0.156471 0.000032  0.305575 0.000030  I 0.0259619 0.0000086  1.2103 0.0030  I    -0.276    0.202     0.108    0.125  0.156504  0.305514  0.0259668    -0.437     0.221  
13 918 56553.00 I  0.155314 0.000039  0.305342 0.000031  I 0.0246739 0.0000042  1.3440 0.0048  I    -0.273    0.102     0.109    0.097  0.155377  0.305349  0.0246770    -0.434     0.094  
13 919 56554.00 I  0.153960 0.000039  0.304804 0.000031  I 0.0233047 0.0000043  1.3853 0.0030  I    -0.261    0.102     0.099    0.097  0.153947  0.304766  0.0232973    -0.357     0.099  
13 920 56555.00 I  0.152777 0.000037  0.304007 0.000030  I 0.0219471 0.0000044  1.2951 0.0031  I    -0.241    0.102     0.068    0.097  0.152824  0.303963  0.0219443    -0.246     0.155  
13 921 56556.00 I  0.151368 0.000037  0.303222 0.000030  I 0.0207346 0.0000044  1.1446 0.0029  I    -0.228    0.102     0.033    0.097  0.151406  0.303196  0.0207179    -0.223     0.123  
13 922 56557.00 I  0.149226 0.000029  0.302400 0.000017  I 0.0196520 0.0000037  1.0118 0.0026  I    -0.228    0.055     0.016    0.085  0.149281  0.302354  0.0196438    -0.233     0.067  
13 923 56558.00 I  0.146743 0.000031  0.301445 0.000021  I 0.0187040 0.0000028  0.9000 0.0028  I    -0.237    0.050     0.016    0.076  0.146735  0.301442  0.0186897    -0.242     0.020  
13 924 56559.00 I  0.144864 0.000026  0.300416 0.000021  I 0.0178257 0.0000042  0.8671 0.0021  I    -0.241    0.045     0.008    0.071  0.144871  0.300344  0.0178077    -0.255    -0.012  
13 925 56560.00 I  0.143488 0.000027  0.299624 0.000024  I 0.0169739 0.0000031  0.8221 0.0025  I    -0.228    0.048    -0.007    0.049  0.143566  0.299610  0.0169717    -0.269    -0.032  
13 926 56561.00 I  0.142087 0.000028  0.298837 0.000025  I 0.0161847 0.0000028  0.7676 0.0022  I    -0.187    0.048     0.001    0.049  0.142079  0.298821  0.0161801    -0.214     0.000  
13 927 56562.00 I  0.140846 0.000027  0.297999 0.000027  I 0.0154357 0.0000030  0.7220 0.0021  I    -0.136    0.048     0.023    0.049  0.140889  0.297939  0.0154371    -0.141     0.048  
13 928 56563.00 I  0.139464 0.000026  0.297257 0.000027  I 0.0147334 0.0000032  0.6983 0.0029  I    -0.100    0.048     0.043    0.049  0.139500  0.297257  0.0147280    -0.128     0.090  
13 929 56564.00 I  0.137638 0.000031  0.296276 0.000025  I 0.0140076 0.0000049  0.7690 0.0031  I    -0.091    0.043     0.056    0.054  0.137657  0.296237  0.0140048    -0.136     0.126  
13 930 56565.00 I  0.135436 0.000027  0.295202 0.000024  I 0.0131841 0.0000052  0.8734 0.0062  I    -0.106    0.042     0.075    0.051  0.135490  0.295144  0.0131976    -0.134     0.152  
1310 1 56566.00 I  0.133055 0.000029  0.294119 0.000031  I 0.0122600 0.0000114  0.9802 0.0048  I    -0.130    0.119     0.096    0.112  0.133064  0.294137  0.0122633    -0.149     0.174  
1310 2 56567.00 I  0.131043 0.000031  0.292972 0.000030  I 0.0112094 0.0000080  1.1300 0.0071  I    -0.151    0.044     0.108    0.105  0.131082  0.292889  0.0112038    -0.154     0.132  
1310 3 56568.00 I  0.129517 0.000032  0.292022 0.000029  I 0.0100236 0.0000084  1.2090 0.0059  I    -0.171    0.044     0.116    0.105  0.129546  0.292015  0.0100389    -0.159     0.071  
1310 4 56569.00 I  0.128530 0.000032  0.291079 0.000028  I 0.0088021 0.0000087  1.2558 0.0062  I    -0.198    0.044     0.123    0.105  0.128542  0.291032  0.0088032    -0.167     0.009  
1310 5 56570.00 I  0.127862 0.000027  0.290187 0.000029  I 0.0075108 0.0000090  1.3061 0.0062  I    -0.230    0.058     0.130    0.121  0.127903  0.290154  0.0075119    -0.179     0.008  
1310 6 56571.00 I  0.126660 0.000031  0.289609 0.000038  I 0.0062132 0.0000088  1.2867 0.0062  I    -0.249    0.063     0.101    0.090  0.126726  0.289547  0.0062221    -0.191     0.032  
1310 7 56572.00 I  0.124836 0.000028  0.289078 0.000031  I 0.0049493 0.0000086  1.2318 0.0075  I    -0.253    0.073     0.069    0.080  0.124819  0.289094  0.0049648    -0.199     0.060  
1310 8 56573.00 I  0.123146 0.000025  0.288195 0.000030  I 0.0037486 0.0000121  1.1798 0.0057  I    -0.244    0.089     0.062    0.073  0.123190  0.288137  0.0037538    -0.197     0.089  
1310 9 56574.00 I  0.121828 0.000025  0.287338 0.000031  I 0.0025843 0.0000074  1.1440 0.0070  I    -0.229    0.081     0.065    0.073  0.121832  0.287286  0.0025855    -0.069    -0.034  
131010 56575.00 I  0.120440 0.000025  0.286752 0.000031  I 0.0014680 0.0000072  1.0859 0.0050  I    -0.212    0.081     0.065    0.073  0.120512  0.286733  0.0014693    -0.080    -0.006  
131011 56576.00 I  0.118669 0.000022  0.286078 0.000029  I 0.0003834 0.0000068  1.1151 0.0044  I    -0.188    0.081     0.043    0.073  0.118663  0.286056  0.0003773    -0.145     0.057  
131012 56577.00 I  0.116767 0.000025  0.285325 0.000025  I-0.0007695 0.0000051  1.1661 0.0043  I    -0.154    0.090     0.014    0.068  0.116817  0.285276 -0.0007606    -0.173     0.121  
131013 56578.00 I  0.115106 0.000024  0.284848 0.000026  I-0.0019572 0.0000054  1.2421 0.0035  I    -0.132    0.065     0.041    0.063  0.115102  0.284800 -0.0019609    -0.186     0.183  
131014 56579.00 I  0.113827 0.000026  0.284529 0.000035  I-0.0032770 0.0000049  1.3879 0.0063  I    -0.133    0.057     0.089    0.069  0.113868  0.284527 -0.0032639    -0.193     0.188  
131015 56580.00 I  0.112805 0.000023  0.284100 0.000034  I-0.0047187 0.0000114  1.4908 0.0044  I    -0.156    0.119     0.134    0.087  0.112808  0.284046 -0.0047073    -0.203     0.223  
131016 56581.00 I  0.111670 0.000025  0.283811 0.000037  I-0.0062343 0.0000072  1.5209 0.0067  I    -0.179    0.047     0.171    0.085  0.111727  0.283791 -0.0062374    -0.208     0.248  
131017 56582.00 I  0.110183 0.000025  0.283632 0.000037  I-0.0077481 0.0000072  1.5140 0.0053  I    -0.184    0.047     0.197    0.085  0.110185  0.283609 -0.0077677    -0.211     0.231  
131018 56583.00 I  0.108269 0.000018  0.283419 0.000031  I-0.0092401 0.0000078  1.4406 0.0055  I    -0.168    0.048     0.208    0.081  0.108331  0.283369 -0.0092485    -0.209     0.198  
131019 56584.00 I  0.105958 0.000018  0.283137 0.000033  I-0.0105956 0.0000084  1.2662 0.0053  I    -0.129    0.051     0.221    0.084  0.105962  0.283145 -0.0106017    -0.213     0.212  
131020 56585.00 I  0.103713 0.000027  0.282743 0.000026  I-0.0117687 0.0000072  1.0805 0.0056  I    -0.092    0.053     0.237    0.071  0.103739  0.282664 -0.0117696    -0.214     0.241  
131021 56586.00 I  0.101718 0.000035  0.282524 0.000027  I-0.0127656 0.0000073  0.9216 0.0055  I    -0.060    0.052     0.266    0.070  0.101756  0.282519 -0.0127744    -0.094     0.347  
131022 56587.00 I  0.099929 0.000034  0.282350 0.000022  I-0.0136313 0.0000082  0.8207 0.0051  I    -0.050    0.048     0.284    0.059  0.099947  0.282314 -0.0136435    -0.040     0.389  
131023 56588.00 I  0.098453 0.000035  0.282307 0.000025  I-0.0144201 0.0000070  0.7592 0.0054  I    -0.069    0.043     0.277    0.046  0.098496  0.282252 -0.0144146    -0.052     0.370  
131024 56589.00 I  0.096857 0.000035  0.282523 0.000025  I-0.0151783 0.0000069  0.7837 0.0045  I    -0.099    0.043     0.263    0.046  0.096884  0.282500 -0.0151819    -0.087     0.329  
131025 56590.00 I  0.095020 0.000035  0.282658 0.000023  I-0.0160253 0.0000057  0.9218 0.0049  I    -0.121    0.043     0.251    0.046  0.095045  0.282628 -0.0160382    -0.127     0.282  
131026 56591.00 I  0.093430 0.000028  0.282523 0.000019  I-0.0170091 0.0000070  1.0215 0.0038  I    -0.137    0.119     0.233    0.031  0.093453  0.282516 -0.0170097    -0.138     0.290  
131027 56592.00 I  0.092393 0.000023  0.282455 0.000021  I-0.0180639 0.0000051  1.1081 0.0044  I    -0.155    0.049     0.206    0.057  0.092408  0.282377 -0.0180777    -0.137     0.313  
131028 56593.00 I  0.091793 0.000023  0.282945 0.000021  I-0.0192528 0.0000052  1.2773 0.0035  I    -0.172    0.049     0.182    0.057  0.091832  0.282935 -0.0192744    -0.126     0.308  
131029 56594.00 I  0.091158 0.000020  0.283663 0.000019  I-0.0206063 0.0000047  1.4098 0.0036  I    -0.179    0.047     0.177    0.092  0.091210  0.283632 -0.0206159    -0.125     0.323  
131030 56595.00 I  0.090425 0.000021  0.284097 0.000020  I-0.0220570 0.0000051  1.4961 0.0034  I    -0.178    0.047     0.179    0.092  0.090411  0.284092 -0.0220701    -0.151     0.247  
131031 56596.00 I  0.089453 0.000021  0.284238 0.000020  I-0.0235861 0.0000050  1.5452 0.0036  I    -0.170    0.047     0.179    0.099  0.089550  0.284177 -0.0235933    -0.182     0.157  
1311 1 56597.00 I  0.088086 0.000022  0.284260 0.000020  I-0.0251069 0.0000051  1.4730 0.0040  I    -0.168    0.047     0.190    0.099  0.088052  0.284261 -0.0251053    -0.191     0.161  
1311 2 56598.00 I  0.086748 0.000019  0.284430 0.000018  I-0.0265246 0.0000063  1.3785 0.0039  I    -0.158    0.066     0.202    0.124  0.086815  0.284330 -0.0265342    -0.188     0.203  
1311 3 56599.00 I  0.085514 0.000020  0.284730 0.000023  I-0.0278841 0.0000060  1.3447 0.0046  I    -0.143    0.066     0.212    0.124  0.085515  0.284793 -0.0278983    -0.178     0.249  
1311 4 56600.00 I  0.084360 0.000019  0.285007 0.000029  I-0.0292093 0.0000066  1.2968 0.0041  I    -0.126    0.058     0.218    0.064  0.084395  0.284876 -0.0292178    -0.152     0.247  
1311 5 56601.00 I  0.083098 0.000022  0.285453 0.000028  I-0.0304821 0.0000057  1.2620 0.0041  I    -0.114    0.056     0.233    0.062  0.083174  0.285500 -0.0305056    -0.136     0.285  
1311 6 56602.00 I  0.081859 0.000023  0.285824 0.000030  I-0.0317261 0.0000049  1.2057 0.0037  I    -0.107    0.054     0.252    0.053  0.081816  0.285783 -0.0317375    -0.120     0.318  
1311 7 56603.00 I  0.081020 0.000023  0.286201 0.000031  I-0.0328912 0.0000046  1.1427 0.0033  I    -0.097    0.054     0.256    0.053  0.081089  0.286143 -0.0328981    -0.118     0.322  
1311 8 56604.00 I  0.079780 0.000022  0.286657 0.000029  I-0.0340328 0.0000045  1.1438 0.0032  I    -0.101    0.045     0.240    0.033  0.079839  0.286639 -0.0340371    -0.121     0.309  
1311 9 56605.00 I  0.077907 0.000022  0.286634 0.000026  I-0.0351967 0.0000044  1.1985 0.0031  I    -0.106    0.045     0.220    0.033  0.077895  0.286644 -0.0352054    -0.133     0.315  
131110 56606.00 I  0.076209 0.000023  0.286201 0.000020  I-0.0364450 0.0000044  1.2986 0.0033  I    -0.100    0.051     0.214    0.036  0.076242  0.286099 -0.0364510    -0.147     0.321  
131111 56607.00 I  0.074790 0.000021  0.285764 0.000029  I-0.0377924 0.0000048  1.3942 0.0036  I    -0.100    0.046     0.216    0.052  0.074842  0.285789 -0.0377943    -0.149     0.282  
131112 56608.00 I  0.073698 0.000020  0.285283 0.000027  I-0.0392291 0.0000056  1.4768 0.0034  I    -0.125    0.119     0.221    0.062  0.073684  0.285213 -0.0392306    -0.159     0.276  
131113 56609.00 I  0.073025 0.000022  0.284979 0.000028  I-0.0407233 0.0000047  1.4914 0.0037  I    -0.176    0.041     0.222    0.056  0.073102  0.284968 -0.0407210    -0.178     0.239  
131114 56610.00 I  0.072492 0.000021  0.284983 0.000028  I-0.0421877 0.0000048  1.4336 0.0033  I    -0.238    0.041     0.225    0.056  0.072468  0.284950 -0.0421969    -0.233     0.251  
131115 56611.00 I  0.071726 0.000020  0.285175 0.000027  I-0.0435631 0.0000047  1.2937 0.0032  I    -0.267    0.041     0.217    0.056  0.071816  0.285149 -0.0435710    -0.292     0.267  
131116 56612.00 I  0.070235 0.000018  0.285516 0.000026  I-0.0447718 0.0000043  1.1438 0.0028  I    -0.228    0.119     0.216    0.054  0.070240  0.285498 -0.0447887    -0.224     0.298  
131117 56613.00 I  0.068343 0.000025  0.286040 0.000017  I-0.0458689 0.0000032  1.0483 0.0025  I    -0.128    0.048     0.225    0.046  0.068372  0.285979 -0.0458782    -0.106     0.327  
131118 56614.00 I  0.066639 0.000023  0.286826 0.000018  I-0.0468719 0.0000026  0.9633 0.0020  I    -0.007    0.053     0.251    0.046  0.066653  0.286810 -0.0468692     0.021     0.332  
131119 56615.00 I  0.065127 0.000023  0.287599 0.000021  I-0.0478037 0.0000025  0.9029 0.0023  I     0.081    0.076     0.272    0.045  0.065169  0.287571 -0.0477974     0.133     0.353  
131120 56616.00 I  0.063673 0.000028  0.288201 0.000030  I-0.0486906 0.0000039  0.8813 0.0023  I     0.090    0.090     0.265    0.069  0.063703  0.288165 -0.0486896     0.074     0.352  
131121 56617.00 I  0.062333 0.000028  0.288762 0.000031  I-0.0495717 0.0000039  0.8761 0.0028  I     0.050    0.090     0.242    0.069  0.062361  0.288725 -0.0495709     0.005     0.293  
131122 56618.00 I  0.061405 0.000029  0.289160 0.000031  I-0.0504531 0.0000039  0.9019 0.0034  I     0.008    0.090     0.228    0.069  0.061418  0.289168 -0.0504526    -0.092     0.253  
131123 56619.00 I  0.060840 0.000022  0.289572 0.000030  I-0.0514154 0.0000055  1.0474 0.0030  I    -0.011    0.146     0.222    0.123  0.060913  0.289509 -0.0514100    -0.114     0.231  
131124 56620.00 I  0.060134 0.000023  0.290169 0.000030  I-0.0525427 0.0000046  1.1772 0.0036  I    -0.008    0.101     0.212    0.087  0.060152  0.290186 -0.0525353    -0.106     0.223  
131125 56621.00 I  0.059473 0.000022  0.290798 0.000027  I-0.0537417 0.0000047  1.2227 0.0030  I     0.008    0.086     0.204    0.086  0.059490  0.290704 -0.0537384    -0.111     0.207  
131126 56622.00 I  0.059016 0.000014  0.291545 0.000017  I-0.0549998 0.0000037  1.3032 0.0035  I     0.029    0.119     0.213    0.050  0.059061  0.291555 -0.0550059    -0.097     0.216  
131127 56623.00 I  0.058467 0.000025  0.292222 0.000025  I-0.0563533 0.0000053  1.3994 0.0043  I     0.040    0.058     0.220    0.059  0.058500  0.292168 -0.0563624    -0.092     0.235  
131128 56624.00 I  0.057855 0.000041  0.292806 0.000030  I-0.0577847 0.0000077  1.4540 0.0059  I     0.022    0.076     0.235    0.068  0.057886  0.292791 -0.0577845    -0.082     0.262  
131129 56625.00 I  0.057483 0.000050  0.293338 0.000039  I-0.0592297 0.0000105  1.4139 0.0103  I     0.001    0.076     0.238    0.097  0.057502  0.293295 -0.0592309    -0.070     0.294  
131130 56626.00 I  0.057550 0.000050  0.293757 0.000039  I-0.0606129 0.0000190  1.3752 0.0068  I    -0.005    0.126     0.238    0.184  0.057586  0.293748 -0.0606302    -0.054     0.325  
1312 1 56627.00 I  0.057846 0.000052  0.294217 0.000040  I-0.0619812 0.0000087  1.3400 0.0104  I     0.001    0.066     0.240    0.107  0.057869  0.294172 -0.0619823    -0.039     0.349  
1312 2 56628.00 I  0.057745 0.000052  0.294897 0.000041  I-0.0632761 0.0000086  1.2545 0.0062  I     0.009    0.066     0.247    0.107  0.057812  0.294877 -0.0632813    -0.025     0.364  
1312 3 56629.00 I  0.057210 0.000048  0.295634 0.000038  I-0.0644831 0.0000088  1.1476 0.0054  I     0.016    0.057     0.249    0.102  0.057215  0.295605 -0.0644885    -0.011     0.364  
1312 4 56630.00 I  0.056957 0.000034  0.296437 0.000037  I-0.0655974 0.0000065  1.1191 0.0052  I     0.037    0.046     0.224    0.085  0.056964  0.296397 -0.0656052    -0.025     0.400  
1312 5 56631.00 I  0.057083 0.000019  0.297404 0.000030  I-0.0667483 0.0000055  1.1717 0.0042  I     0.068    0.043     0.171    0.068  0.057134  0.297390 -0.0667424    -0.046     0.431  
1312 6 56632.00 I  0.057067 0.000017  0.298734 0.000032  I-0.0679488 0.0000054  1.2485 0.0037  I     0.079    0.040     0.120    0.065  0.057086  0.298647 -0.0679462    -0.069     0.448  
1312 7 56633.00 I  0.056954 0.000013  0.300368 0.000031  I-0.0692549 0.0000050  1.3542 0.0036  I     0.041    0.048     0.078    0.072  0.057007  0.300398 -0.0692497     0.005     0.002  
1312 8 56634.00 I  0.056972 0.000017  0.301584 0.000033  I-0.0706430 0.0000047  1.4172 0.0032  I    -0.031    0.119     0.064    0.064  0.056973  0.301531 -0.0706396     0.005     0.002  
1312 9 56635.00 I  0.057139 0.000018  0.302590 0.000032  I-0.0720710 0.0000040  1.4254 0.0042  I    -0.093    0.119     0.051    0.064  0.057200  0.302531 -0.0720708    -0.009     0.166  
131210 56636.00 I  0.057048 0.000026  0.303882 0.000035  I-0.0734653 0.0000069  1.3481 0.0034  I    -0.121    0.041     0.054    0.064  0.057065  0.303856 -0.0734731    -0.010     0.191  
131211 56637.00 I  0.056869 0.000027  0.305189 0.000032  I-0.0747597 0.0000055  1.2481 0.0044  I    -0.109    0.043     0.088    0.061  0.056879  0.305162 -0.0747678     0.001     0.212  
131212 56638.00 I  0.056802 0.000029  0.306280 0.000028  I-0.0759619 0.0000055  1.1492 0.0039  I    -0.064    0.043     0.132    0.061  0.056870  0.306250 -0.0759664     0.023     0.233  
131213 56639.00 I  0.056472 0.000028  0.307329 0.000030  I-0.0770561 0.0000054  1.0444 0.0041  I    -0.001    0.043     0.159    0.061  0.056510  0.307277 -0.0770616     0.043     0.253  
131214 56640.00 I  0.055687 0.000026  0.308244 0.000029  I-0.0780415 0.0000061  0.9120 0.0040  I     0.043    0.058     0.186    0.058  0.055709  0.308232 -0.0780346     0.036     0.273  
131215 56641.00 I  0.054533 0.000027  0.308664 0.000041  I-0.0788776 0.0000060  0.7721 0.0036  I     0.046    0.056     0.199    0.050  0.054570  0.308614 -0.0788823     0.019     0.287  
131216 56642.00 I  0.053178 0.000019  0.308531 0.000036  I-0.0796010 0.0000040  0.6781 0.0038  I     0.039    0.043     0.227    0.034  0.053198  0.308546 -0.0796017     0.027     0.306  
131217 56643.00 I  0.051667 0.000017  0.308168 0.000036  I-0.0802402 0.0000047  0.6033 0.0026  I     0.036    0.041     0.253    0.033  0.051716  0.308102 -0.0802450     0.021     0.310  
131218 56644.00 I  0.049933 0.000017  0.308062 0.000037  I-0.0808341 0.0000032  0.6078 0.0028  I    -0.005    0.119     0.243    0.048  0.049959  0.308079 -0.0808446     0.039     0.311  
131219 56645.00 I  0.048318 0.000017  0.308225 0.000036  I-0.0814769 0.0000032  0.6754 0.0021  I     0.027    0.119     0.223    0.048  0.048338  0.308156 -0.0814731     0.058     0.302  
131220 56646.00 I  0.047065 0.000017  0.308643 0.000037  I-0.0821954 0.0000028  0.7744 0.0020  I     0.068    0.119     0.196    0.048  0.047108  0.308654 -0.0821956     0.075     0.283  
131221 56647.00 I  0.046042 0.000015  0.309146 0.000024  I-0.0830417 0.0000023  0.9214 0.0017  I     0.090    0.119     0.166    0.052  0.046064  0.309102 -0.0830489     0.077     0.229  
131222 56648.00 I  0.045135 0.000015  0.309765 0.000032  I-0.0840356 0.0000018  1.0608 0.0014  I     0.087    0.119     0.129    0.059  0.045176  0.309738 -0.0840445     0.070     0.163  
131223 56649.00 I  0.044271 0.000016  0.310453 0.000031  I-0.0851591 0.0000016  1.1878 0.0012  I     0.073    0.119     0.096    0.060  0.044293  0.310448 -0.0851722     0.062     0.101  
131224 56650.00 I  0.043495 0.000013  0.311271 0.000032  I-0.0864035 0.0000017  1.2918 0.0012  I     0.060    0.119     0.074    0.073  0.043537  0.311200 -0.0864091     0.050     0.045  
131225 56651.00 I  0.042656 0.000014  0.312336 0.000034  I-0.0877268 0.0000019  1.3481 0.0013  I     0.046    0.119     0.049    0.041  0.042686  0.312361 -0.0877291     0.045     0.040  
131226 56652.00 I  0.041786 0.000014  0.313503 0.000033  I-0.0890999 0.0000019  1.4051 0.0013  I     0.034    0.119     0.040    0.041  0.041808  0.313435 -0.0891107     0.040     0.058  
131227 56653.00 I  0.041024 0.000015  0.314835 0.000032  I-0.0905278 0.0000019  1.4347 0.0017  I     0.029    0.119     0.036    0.041  0.041068  0.314844 -0.0905322     0.032     0.087  
131228 56654.00 I  0.040464 0.000014  0.315985 0.000024  I-0.0919538 0.0000028  1.4180 0.0016  I     0.032    0.119     0.053    0.150  0.040491  0.315949 -0.0919602     0.026     0.104  
131229 56655.00 I  0.040056 0.000020  0.316871 0.000032  I-0.0933492 0.0000026  1.3575 0.0019  I     0.038    0.119     0.059    0.011  0.040099  0.316820 -0.0933502     0.021     0.120  
131230 56656.00 I  0.039547 0.000019  0.317652 0.000030  I-0.0946579 0.0000026  1.2643 0.0021  I     0.040    0.119     0.076    0.011  0.039588  0.317646 -0.0946605     0.013     0.141  
131231 56657.00 I  0.038966 0.000020  0.318250 0.000024  I-0.0958804 0.0000034  1.1790 0.0020  I     0.027    0.119     0.115    0.013  0.038987  0.318247 -0.0958816     0.007     0.162  
14 1 1 56658.00 I  0.038612 0.000024  0.318866 0.000027  I-0.0970383 0.0000031  1.1608 0.0026  I     0.000    0.042     0.152    0.052  0.038635  0.318873 -0.0970509    -0.027     0.194  
14 1 2 56659.00 I  0.038339 0.000024  0.319612 0.000029  I-0.0982338 0.0000040  1.2380 0.0026  I    -0.020    0.042     0.154    0.052  0.038392  0.319560 -0.0982417    -0.064     0.224  
14 1 3 56660.00 I  0.037748 0.000024  0.320339 0.000029  I-0.0995090 0.0000042  1.2994 0.0041  I    -0.017    0.042     0.140    0.052  0.037782  0.320363 -0.0995045    -0.095     0.243  
14 1 4 56661.00 I  0.037112 0.000020  0.320791 0.000020  I-0.1008335 0.0000071  1.3635 0.0036  I     0.003    0.076     0.152    0.130  0.037125  0.320762 -0.1008534    -0.075     0.256  
14 1 5 56662.00 I  0.036642 0.000027  0.321218 0.000024  I-0.1022355 0.0000058  1.4261 0.0046  I     0.023    0.119     0.182    0.056  0.036686  0.321192 -0.1022594    -0.033     0.258  
14 1 6 56663.00 I  0.036079 0.000028  0.321897 0.000023  I-0.1036535 0.0000058  1.3920 0.0043  I     0.045    0.119     0.198    0.056  0.036107  0.321881 -0.1036670     0.013     0.248  
14 1 7 56664.00 I  0.035213 0.000025  0.322826 0.000021  I-0.1049890 0.0000064  1.2664 0.0040  I     0.069    0.119     0.202    0.031  0.035279  0.322794 -0.1049941     0.056     0.231  
14 1 8 56665.00 I  0.034309 0.000026  0.323899 0.000027  I-0.1061710 0.0000054  1.0947 0.0042  I     0.081    0.041     0.210    0.057  0.034294  0.323912 -0.1061719     0.057     0.229  
14 1 9 56666.00 I  0.033865 0.000027  0.325022 0.000028  I-0.1071896 0.0000054  0.9564 0.0039  I     0.070    0.041     0.223    0.057  0.033907  0.324957 -0.1072008     0.045     0.233  
14 110 56667.00 I  0.033512 0.000027  0.326441 0.000029  I-0.1080903 0.0000055  0.8376 0.0040  I     0.063    0.041     0.214    0.057  0.033546  0.326433 -0.1080952     0.031     0.235  
14 111 56668.00 I  0.032755 0.000022  0.327838 0.000027  I-0.1088486 0.0000058  0.6702 0.0038  I     0.070    0.053     0.186    0.074  0.032776  0.327841 -0.1088510     0.033     0.249  
14 112 56669.00 I  0.031580 0.000025  0.328988 0.000029  I-0.1094555 0.0000051  0.5772 0.0039  I     0.081    0.054     0.163    0.068  0.031632  0.328925 -0.1094762     0.040     0.265  
14 113 56670.00 I  0.030288 0.000024  0.329944 0.000029  I-0.1100272 0.0000051  0.5570 0.0039  I     0.092    0.054     0.150    0.068  0.030272  0.329986 -0.1100333     0.047     0.274  
14 114 56671.00 I  0.029371 0.000022  0.330738 0.000025  I-0.1105759 0.0000058  0.5562 0.0032  I     0.109    0.056     0.142    0.051  0.029421  0.330656 -0.1105752     0.050     0.275  
14 115 56672.00 I  0.028505 0.000026  0.331712 0.000027  I-0.1111581 0.0000038  0.6110 0.0034  I     0.133    0.119     0.138    0.041  0.028546  0.331742 -0.1111690     0.118     0.199  
